variable;value;type;definition;source;comments
rate_EI;0.0166;float;;2018 Employment Insurance Premium Rate;
rate_EI_qc;0.013;float;;2018 Employment Insurance Premium Rate;
max_earn_EI;51700;float;;2018 Employment Insurance Premium Rate;
min_earn_EI;2000;float;;;
