chcare_brack;0;35060;36355;37660;38950;40250;41545;42860;44155;45445;46735;48050;49345;50640;51935;53240;96085;137940;139255;140555;141860;143170;144480;145780;147095;148400;149695;151010;152315;153635;154940;156245
chcare_rate;0.75;0.74;0.73;0.72;0.71;0.7;0.69;0.68;0.67;0.66;0.65;0.64;0.63;0.62;0.61;0.6;0.57;0.54;0.52;0.5;0.48;0.46;0.44;0.42;0.4;0.38;0.36;0.34;0.32;0.3;0.28;0.26
