chcare_brack;0;36570;37920;39285;40625;41985;43335;44705;46055;47405;48750;50125;51470;52825;54170;55535;100225;143885;145250;146615;147970;149340;150705;152060;153430;154790;156140;157520;158875;160255;161615;162975
chcare_rate;0.75;0.74;0.73;0.72;0.71;0.7;0.69;0.68;0.67;0.66;0.65;0.64;0.63;0.62;0.61;0.6;0.57;0.54;0.52;0.5;0.48;0.46;0.44;0.42;0.4;0.38;0.36;0.34;0.32;0.3;0.28;0.26
