variable;value;type ;definition;source;comments
shelter_min_age;50;int;;;
shelter_max_earn_single;23600;int;;;
shelter_max_earn_single_kid12;39900;int;;;
shelter_max_earn_single_kid3p;45 800;int;;;
shelter_max_earn_couple;32700;int;;;
shelter_max_earn_couple_kid1;39900;int;;;
shelter_max_earn_couple_kid2p;45 800;int;;;
shelter_rate1;0.3;float;;;
shelter_rate2;0.5;float;;;
shelter_rate3;0.8;float;;;
shelter_amount1;1200;int;;;
shelter_amount2;1800;int;;;
shelter_amount3;2040;int;;;
