chcare_brack;0;34800;36090;37385;38665;39955;41240;42545;43830;45110;46390;47695;48985;50270;51555;52850;95380;136925;138230;139525;140820;142120;143420;144710;146015;147310;148595;149900;151195;152505;153800;155095
chcare_rate;0.75;0.74;0.73;0.72;0.71;0.7;0.69;0.68;0.67;0.66;0.65;0.64;0.63;0.62;0.61;0.6;0.57;0.54;0.52;0.5;0.48;0.46;0.44;0.42;0.4;0.38;0.36;0.34;0.32;0.3;0.28;0.26
