chcare_brack;0;35950;37280;38620;39940;41275;42600;43950;45275;46605;47925;49275;50600;51930;53255;54595;98530;141450;142795;144135;145470;146815;148155;149490;150835;152175;153500;154855;156190;157545;158880;160220
chcare_rate;0.75;0.74;0.73;0.72;0.71;0.7;0.69;0.68;0.67;0.66;0.65;0.64;0.63;0.62;0.61;0.6;0.57;0.54;0.52;0.5;0.48;0.46;0.44;0.42;0.4;0.38;0.36;0.34;0.32;0.3;0.28;0.26
