l_pdip_brackets;0;5000
l_pdip_rates_couple;0.0335;0.0501
l_pdip_rates_single;0.0665;0.0998
l_pdip_constant_single;0;332.5
l_pdip_constant_couple;0;167.5
l_pdip_max;667;667
