l_pdip_brackets;0;5000
l_pdip_rates_couple;0.0369;0.0553
l_pdip_rates_single;0.0736;0.1105
l_pdip_constant_single;0;368
l_pdip_constant_couple;0;184.5
l_pdip_max;710;710
