l_pdip_brackets;0;5000
l_pdip_rates_couple;0.0347;0.0519
l_pdip_rates_single;0.0688;0.1033
l_pdip_constant_single;0;344
l_pdip_constant_couple;0;173.5
l_pdip_max;667;667
