l_pdip_brackets;0;5000
l_pdip_rates_couple;0.0326;0.0489
l_pdip_rates_single;0.0648;0.0974
l_pdip_constant_single;0;324
l_pdip_constant_couple;0;163
l_pdip_max;636;636
