l_pdip_brackets;0;5000
l_pdip_rates_couple;0.034;0.0508
l_pdip_rates_single;0.0674;0.1013
l_pdip_constant_single;0;337
l_pdip_constant_couple;0;170
l_pdip_max;660;660
